 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 3.2022    Time:  19:31:56
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -217.55  0.2802  0.8478E-01  0.9575E-02       -194.88  0.2884  0.1116E+00  0.9219E-02       -175.44  0.2963  0.1194E+00  0.8842E-02
          0.0230     -217.55  0.2802  0.8478E-01  0.9579E-02       -194.88  0.2884  0.1099E+00  0.9220E-02       -175.47  0.2963  0.1165E+00  0.8842E-02
          0.0399     -217.54  0.2802  0.8478E-01  0.9582E-02       -194.89  0.2884  0.1076E+00  0.9220E-02       -175.51  0.2963  0.1127E+00  0.8841E-02
          0.0619     -217.54  0.2802  0.8478E-01  0.9586E-02       -194.90  0.2884  0.1052E+00  0.9221E-02       -175.57  0.2963  0.1086E+00  0.8841E-02
          0.0904     -217.55  0.2802  0.8479E-01  0.9590E-02       -194.93  0.2884  0.1023E+00  0.9221E-02       -175.65  0.2963  0.1042E+00  0.8841E-02
          0.1276     -217.57  0.2802  0.8479E-01  0.9593E-02       -194.98  0.2884  0.9926E-01  0.9221E-02       -175.74  0.2962  0.9966E-01  0.8841E-02
          0.1758     -217.63  0.2802  0.8479E-01  0.9596E-02       -195.07  0.2883  0.9605E-01  0.9221E-02       -175.87  0.2962  0.9530E-01  0.8840E-02
          0.2386     -217.72  0.2802  0.8479E-01  0.9598E-02       -195.19  0.2883  0.9306E-01  0.9221E-02       -176.04  0.2961  0.9148E-01  0.8840E-02
          0.3232     -223.15  0.2784  0.4311E+00  0.9749E-02       -196.78  0.2878  0.2010E+00  0.9226E-02       -176.73  0.2958  0.1333E+00  0.8842E-02
          0.4360     -235.76  0.2739  0.8940E+00  0.1003E-01       -202.15  0.2859  0.4496E+00  0.9239E-02       -179.33  0.2948  0.2964E+00  0.8848E-02
          0.5770     -245.64  0.2702  0.8600E+00  0.1009E-01       -209.14  0.2833  0.5993E+00  0.9244E-02       -183.52  0.2930  0.4811E+00  0.8851E-02
          0.7885     -236.43  0.2734  0.8479E-01  0.9746E-02       -210.60  0.2827  0.3876E+00  0.9225E-02       -186.33  0.2918  0.4610E+00  0.8841E-02
          1.0000     -232.03  0.2752  0.8479E-01  0.9631E-02       -207.58  0.2837  0.2458E+00  0.9222E-02       -185.60  0.2920  0.3082E+00  0.8839E-02
end
