 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:15
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -269.79  0.2631  0.2186E-01  0.8677E-03       -245.24  0.2705  0.1914E+00  0.8833E-03       -222.29  0.2785  0.2715E+00  0.8834E-03
          0.0200     -269.36  0.2633  0.3651E-02  0.8676E-03       -245.09  0.2705  0.1865E+00  0.8833E-03       -222.23  0.2785  0.2678E+00  0.8833E-03
          0.0330     -268.55  0.2635 -0.3804E-01  0.8672E-03       -244.86  0.2706  0.1785E+00  0.8833E-03       -222.15  0.2786  0.2621E+00  0.8833E-03
          0.0499     -267.04  0.2639 -0.1222E+00  0.8666E-03       -244.52  0.2707  0.1638E+00  0.8833E-03       -222.03  0.2786  0.2546E+00  0.8833E-03
          0.0719     -264.10  0.2648 -0.2808E+00  0.8653E-03       -243.92  0.2708  0.1333E+00  0.8833E-03       -221.85  0.2787  0.2428E+00  0.8833E-03
          0.1004     -258.47  0.2665 -0.5652E+00  0.8634E-03       -242.73  0.2712  0.6627E-01  0.8833E-03       -221.53  0.2788  0.2207E+00  0.8833E-03
          0.1376     -248.04  0.2695 -0.1053E+01  0.8609E-03       -240.20  0.2720 -0.7977E-01  0.8833E-03       -220.82  0.2790  0.1727E+00  0.8833E-03
          0.1858     -231.53  0.2751 -0.1844E+01  0.8579E-03       -234.91  0.2739 -0.3630E+00  0.8833E-03       -219.13  0.2796  0.6465E-01  0.8833E-03
          0.2358     -213.19  0.2817 -0.2778E+01  0.8553E-03       -226.90  0.2768 -0.7845E+00  0.8833E-03       -216.20  0.2807 -0.1151E+00  0.8833E-03
          0.2858     -193.86  0.2887 -0.3696E+01  0.8532E-03       -216.07  0.2807 -0.1355E+01  0.8832E-03       -211.62  0.2823 -0.3879E+00  0.8833E-03
          0.3358     -176.92  0.2958 -0.4497E+01  0.8516E-03       -203.48  0.2852 -0.1992E+01  0.8833E-03       -205.30  0.2846 -0.7509E+00  0.8833E-03
          0.3858     -162.70  0.3018 -0.5160E+01  0.8504E-03       -190.14  0.2902 -0.2635E+01  0.8833E-03       -197.48  0.2874 -0.1184E+01  0.8833E-03
          0.4358     -150.66  0.3069 -0.5619E+01  0.8494E-03       -177.94  0.2953 -0.3321E+01  0.8834E-03       -188.81  0.2907 -0.1678E+01  0.8833E-03
          0.4858     -141.78  0.3110 -0.5829E+01  0.8490E-03       -167.03  0.2999 -0.3852E+01  0.8835E-03       -179.95  0.2944 -0.2204E+01  0.8833E-03
          0.5358     -135.80  0.3138 -0.5770E+01  0.8489E-03       -157.79  0.3038 -0.4170E+01  0.8834E-03       -171.17  0.2981 -0.2651E+01  0.8834E-03
          0.5858     -132.39  0.3153 -0.5448E+01  0.8492E-03       -150.49  0.3069 -0.4281E+01  0.8835E-03       -163.21  0.3015 -0.2971E+01  0.8834E-03
          0.6358     -131.46  0.3158 -0.4894E+01  0.8498E-03       -145.55  0.3092 -0.4205E+01  0.8834E-03       -156.45  0.3043 -0.3143E+01  0.8834E-03
          0.6858     -132.83  0.3151 -0.4163E+01  0.8508E-03       -142.78  0.3105 -0.3934E+01  0.8835E-03       -151.19  0.3066 -0.3170E+01  0.8834E-03
          0.7358     -136.26  0.3135 -0.3325E+01  0.8521E-03       -141.95  0.3109 -0.3516E+01  0.8834E-03       -147.78  0.3082 -0.3094E+01  0.8834E-03
          0.7858     -141.97  0.3109 -0.2365E+01  0.8539E-03       -142.93  0.3104 -0.2977E+01  0.8834E-03       -145.97  0.3090 -0.2884E+01  0.8834E-03
          0.8358     -149.22  0.3075 -0.1470E+01  0.8559E-03       -145.52  0.3092 -0.2395E+01  0.8834E-03       -145.69  0.3091 -0.2565E+01  0.8834E-03
          0.8858     -157.52  0.3039 -0.7312E+00  0.8581E-03       -149.19  0.3075 -0.1835E+01  0.8834E-03       -146.58  0.3087 -0.2200E+01  0.8834E-03
          0.9358     -166.10  0.3003 -0.2190E+00  0.8603E-03       -153.54  0.3055 -0.1347E+01  0.8833E-03       -148.32  0.3079 -0.1835E+01  0.8834E-03
          0.9679     -171.00  0.2982 -0.3445E-01  0.8613E-03       -156.42  0.3043 -0.1104E+01  0.8833E-03       -149.64  0.3072 -0.1616E+01  0.8834E-03
          1.0000     -175.08  0.2965  0.2794E-01  0.8618E-03       -159.22  0.3031 -0.9217E+00  0.8833E-03       -151.13  0.3065 -0.1424E+01  0.8834E-03
end
