 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56:26
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -247.05  0.2699  0.6549E-01  0.8608E-03       -223.35  0.2781  0.1701E+00  0.8833E-03       -201.98  0.2858  0.2313E+00  0.8834E-03
          0.0230     -246.94  0.2699  0.6549E-01  0.8607E-03       -223.26  0.2782  0.1667E+00  0.8833E-03       -201.96  0.2859  0.2266E+00  0.8833E-03
          0.0399     -246.78  0.2700  0.6549E-01  0.8608E-03       -223.14  0.2782  0.1621E+00  0.8833E-03       -201.94  0.2859  0.2202E+00  0.8833E-03
          0.0619     -246.59  0.2701  0.6549E-01  0.8608E-03       -223.01  0.2783  0.1571E+00  0.8833E-03       -201.92  0.2859  0.2131E+00  0.8833E-03
          0.0904     -246.36  0.2701  0.6549E-01  0.8608E-03       -222.86  0.2783  0.1512E+00  0.8833E-03       -201.89  0.2859  0.2048E+00  0.8833E-03
          0.1276     -246.10  0.2702  0.6549E-01  0.8608E-03       -222.68  0.2784  0.1446E+00  0.8833E-03       -201.85  0.2859  0.1955E+00  0.8833E-03
          0.1758     -245.82  0.2703  0.6549E-01  0.8608E-03       -222.49  0.2785  0.1373E+00  0.8833E-03       -201.82  0.2859  0.1851E+00  0.8833E-03
          0.2386     -245.53  0.2704  0.6549E-01  0.8609E-03       -222.30  0.2785  0.1295E+00  0.8833E-03       -201.79  0.2859  0.1736E+00  0.8833E-03
          0.3232     -250.27  0.2691  0.3330E+00  0.8634E-03       -223.23  0.2782  0.1934E+00  0.8834E-03       -202.14  0.2858  0.1872E+00  0.8834E-03
          0.4360     -262.81  0.2654  0.6905E+00  0.8664E-03       -228.72  0.2764  0.3650E+00  0.8835E-03       -205.00  0.2848  0.3111E+00  0.8834E-03
          0.5770     -274.73  0.2616  0.6643E+00  0.8665E-03       -237.98  0.2730  0.4935E+00  0.8835E-03       -210.73  0.2828  0.4891E+00  0.8834E-03
          0.7885     -269.39  0.2632  0.6549E-01  0.8623E-03       -242.99  0.2711  0.3647E+00  0.8834E-03       -215.88  0.2808  0.5213E+00  0.8834E-03
          1.0000     -263.83  0.2649  0.6549E-01  0.8625E-03       -238.25  0.2724  0.2521E+00  0.8834E-03       -214.17  0.2812  0.3585E+00  0.8833E-03
end
