day,min_zn_inrice,max_zn_inrice,zn_actual
1,2559.5813953488378,28801.39534883721,285.75
2,2912.45782416741,30333.47784215301,581.7
3,3397.0920825490966,32931.99491064997,897.6099999999999
4,3974.606751588003,36037.67798150845,1238.1
5,4654.361821507513,39638.12401390596,1607.6399999999999
6,5380.381624587357,43197.79826741545,2005.2099999999998
7,6239.557803371772,47383.267462258395,2436.51
8,7131.0410201458635,51368.8766624906,2898.87
9,7953.084521527405,57867.2175513258,3416.63
10,8804.352818133888,64688.206404914206,3991.9500000000003
11,9790.262252485847,72616.16838476098,4634.64
12,10278.263764388928,76944.71208365294,5307.59
13,10813.762531754204,81690.14805414955,6014.35
14,11693.8659715442,89114.86499081121,6780.87
15,12295.887611397042,94512.78241684206,7585.56
16,12932.127876719289,100240.2032823933,8431.3
17,13699.230068561044,107049.46877903392,9327.920000000002
18,14699.660008653582,115756.21310521953,10293.29
19,15488.187106858892,122901.12481292088,11310.490000000002
20,16364.785709078586,130817.79736440573,12386.19
21,17285.477700978456,139169.17799951017,13523.590000000002
22,18860.785273424,152825.50033138832,14774.09
23,20764.712293431134,169257.04404998658,16163.19
24,22888.166072518048,187601.213399929,17706.99
25,24260.9177933092,200048.95939355408,19343.49
26,25531.93137783897,211779.68830832653,21064.29
27,26839.231245464915,223900.3199923196,22871.390000000003
28,29342.792048826435,245858.68674386267,24860.890000000003
29,32271.672591337556,271464.1265721288,27065.390000000007
30,34265.710802251604,285131.90493991884,29361.99
31,36248.59547055776,298411.1085022764,31743.790000000005
32,38391.31587906701,312663.44403147453,34220.490000000005
33,41147.34551256095,331388.21005216445,36834.29000000001
34,45980.58832197512,365721.4190059473,39737.29000000001
35,48533.849127063375,381984.5510225323,42743.990000000005
36,51287.737746852006,399414.49324510514,45864.490000000005
37,54702.101005101315,421397.45602421137,49141.590000000004
38,59247.110807019926,451247.6755497826,52650.29000000001
39,64140.28694018117,483013.74668302224,56405.09
40,70294.74675436519,523181.8041947308,60484.490000000005
41,74761.2507255403,550516.417987321,64754.590000000004
42,78346.55045951292,571092.8667433871,69144.39
43,83788.53430975629,604134.4074687071,73774.69
44,87770.4627649216,626476.0276986704,78534.69
45,91636.38817422895,647570.5265078184,83410.19
46,95904.36196902217,670968.9620318989,88421.69
47,102311.54929160647,708192.7035844801,93703.69
48,111474.69486126829,762941.6959135691,99425.09
49,121391.37429971807,821637.5763904257,105616.09
50,129259.3836623224,865992.9608307945,112123.88999999998
51,134798.56855634289,894577.5908846782,118786.19
52,139954.3266352304,920187.5184707845,125571.59
53,148134.55394934397,964337.3408086789,132660.99
54,154079.43402951796,993666.1016637797,139900.79
55,159610.19517199823,1019835.7750251996,147256.49
56,168100.6970127323,1063502.9212056766,154900.99
57,179682.45086809187,1124921.4009201964,163003.99
58,190042.69074321125,1177836.92869528,171471.69
59,196324.8553861934,1205645.0046699303,180046.99
60,203032.21717270726,1235360.4063286616,188747.69
61,209164.45413374816,1261162.8112828238,197531.59
62,216291.28747523922,1292105.120133272,206448.69
63,223272.1903386042,1321580.8435814849,215481.78999999998
64,230176.81065553182,1350016.0205326676,224618.09
65,239389.39427925163,1390581.9062289745,233975.59
66,247517.18965548984,1424439.3796427415,241975.7299120117
67,255312.91305147085,1457505.087023331,251522.72466988384
68,264124.9371429316,1494057.7194829413,261216.8233563891
69,270593.3752255656,1517532.8083288064,270925.39072358946
70,276865.93416545674,1539614.6493632684,280660.0048377012
