 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56:25
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -233.70  0.2744  0.5147E-01  0.9816E-03       -210.87  0.2826  0.1255E+00  0.9342E-03       -190.80  0.2899  0.1480E+00  0.8833E-03
          0.0230     -233.61  0.2744  0.5147E-01  0.9815E-03       -210.83  0.2827  0.1211E+00  0.9342E-03       -190.84  0.2899  0.1430E+00  0.8833E-03
          0.0399     -233.49  0.2745  0.5147E-01  0.9816E-03       -210.79  0.2827  0.1150E+00  0.9342E-03       -190.89  0.2899  0.1362E+00  0.8833E-03
          0.0619     -233.37  0.2745  0.5147E-01  0.9816E-03       -210.74  0.2827  0.1086E+00  0.9342E-03       -190.95  0.2899  0.1289E+00  0.8833E-03
          0.0904     -233.24  0.2746  0.5147E-01  0.9816E-03       -210.70  0.2827  0.1014E+00  0.9342E-03       -191.03  0.2898  0.1204E+00  0.8833E-03
          0.1276     -233.12  0.2746  0.5147E-01  0.9816E-03       -210.66  0.2827  0.9379E-01  0.9342E-03       -191.12  0.2898  0.1111E+00  0.8833E-03
          0.1758     -233.03  0.2747  0.5147E-01  0.9816E-03       -210.65  0.2827  0.8598E-01  0.9342E-03       -191.25  0.2897  0.1010E+00  0.8833E-03
          0.2386     -232.98  0.2747  0.5147E-01  0.9816E-03       -210.69  0.2827  0.7816E-01  0.9342E-03       -191.42  0.2897  0.9026E-01  0.8833E-03
          0.3232     -236.51  0.2735  0.2617E+00  0.9840E-03       -211.66  0.2824  0.1304E+00  0.9343E-03       -191.96  0.2895  0.1026E+00  0.8833E-03
          0.4360     -245.41  0.2705  0.5427E+00  0.9868E-03       -215.92  0.2809  0.2665E+00  0.9344E-03       -194.38  0.2886  0.2049E+00  0.8834E-03
          0.5770     -253.82  0.2678  0.5221E+00  0.9869E-03       -222.62  0.2785  0.3639E+00  0.9344E-03       -198.85  0.2870  0.3463E+00  0.8834E-03
          0.7885     -250.34  0.2689  0.5147E-01  0.9830E-03       -226.14  0.2771  0.2541E+00  0.9343E-03       -202.80  0.2855  0.3613E+00  0.8834E-03
          1.0000     -247.12  0.2699  0.5146E-01  0.9831E-03       -223.43  0.2779  0.1718E+00  0.9342E-03       -201.99  0.2857  0.2344E+00  0.8833E-03
end
