 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:31
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -227.29  0.2767  0.1437E-01  0.9054E-03       -204.52  0.2849  0.1790E+00  0.9084E-03       -183.18  0.2931  0.3136E+00  0.8833E-03
          0.0230     -227.07  0.2768  0.1420E-01  0.9053E-03       -204.31  0.2850  0.1770E+00  0.9084E-03       -183.04  0.2932  0.3075E+00  0.8833E-03
          0.0399     -226.74  0.2769  0.1378E-01  0.9053E-03       -204.02  0.2851  0.1733E+00  0.9084E-03       -182.84  0.2933  0.2990E+00  0.8833E-03
          0.0619     -226.34  0.2771  0.1292E-01  0.9053E-03       -203.67  0.2852  0.1685E+00  0.9084E-03       -182.60  0.2934  0.2893E+00  0.8833E-03
          0.0904     -225.82  0.2773  0.1127E-01  0.9053E-03       -203.23  0.2854  0.1617E+00  0.9084E-03       -182.30  0.2935  0.2771E+00  0.8833E-03
          0.1276     -225.17  0.2775  0.8319E-02  0.9053E-03       -202.70  0.2856  0.1528E+00  0.9084E-03       -181.94  0.2936  0.2622E+00  0.8833E-03
          0.1758     -224.37  0.2778  0.3397E-02  0.9052E-03       -202.06  0.2858  0.1408E+00  0.9084E-03       -181.52  0.2938  0.2434E+00  0.8833E-03
          0.2258     -223.57  0.2781 -0.2564E-02  0.9051E-03       -201.45  0.2860  0.1279E+00  0.9084E-03       -181.13  0.2940  0.2252E+00  0.8833E-03
          0.2758     -222.96  0.2783  0.3445E-02  0.9052E-03       -200.90  0.2862  0.1179E+00  0.9084E-03       -180.77  0.2941  0.2085E+00  0.8833E-03
          0.3258     -222.99  0.2783  0.4655E-01  0.9057E-03       -200.66  0.2863  0.1180E+00  0.9084E-03       -180.59  0.2942  0.2001E+00  0.8833E-03
          0.3758     -223.65  0.2781  0.8313E-01  0.9063E-03       -201.14  0.2862  0.1245E+00  0.9085E-03       -180.93  0.2941  0.2106E+00  0.8834E-03
          0.4258     -224.76  0.2776  0.1096E+00  0.9067E-03       -202.08  0.2858  0.1357E+00  0.9085E-03       -181.61  0.2938  0.2321E+00  0.8834E-03
          0.4758     -226.16  0.2771  0.1234E+00  0.9069E-03       -203.36  0.2854  0.1478E+00  0.9085E-03       -182.57  0.2934  0.2609E+00  0.8834E-03
          0.5258     -227.58  0.2766  0.1232E+00  0.9070E-03       -204.72  0.2849  0.1595E+00  0.9085E-03       -183.61  0.2929  0.2885E+00  0.8834E-03
          0.5758     -228.79  0.2762  0.1089E+00  0.9069E-03       -205.95  0.2844  0.1680E+00  0.9085E-03       -184.58  0.2925  0.3104E+00  0.8834E-03
          0.6258     -229.57  0.2759  0.8207E-01  0.9066E-03       -206.86  0.2841  0.1713E+00  0.9085E-03       -185.35  0.2922  0.3237E+00  0.8834E-03
          0.6758     -229.77  0.2758  0.4520E-01  0.9061E-03       -207.26  0.2839  0.1688E+00  0.9085E-03       -185.77  0.2920  0.3233E+00  0.8834E-03
          0.7258     -229.28  0.2760  0.1950E-02  0.9055E-03       -207.06  0.2840  0.1595E+00  0.9084E-03       -185.75  0.2920  0.3087E+00  0.8834E-03
          0.7758     -228.59  0.2763 -0.2358E-02  0.9054E-03       -206.30  0.2843  0.1516E+00  0.9084E-03       -185.28  0.2922  0.2822E+00  0.8833E-03
          0.8258     -227.89  0.2765  0.3584E-02  0.9055E-03       -205.58  0.2846  0.1438E+00  0.9084E-03       -184.80  0.2924  0.2595E+00  0.8834E-03
          0.8758     -227.22  0.2768  0.8625E-02  0.9056E-03       -204.91  0.2848  0.1361E+00  0.9084E-03       -184.34  0.2926  0.2413E+00  0.8833E-03
          0.9258     -226.60  0.2770  0.1228E-01  0.9057E-03       -204.32  0.2850  0.1291E+00  0.9084E-03       -183.91  0.2928  0.2261E+00  0.8834E-03
          0.9629     -226.16  0.2771  0.1387E-01  0.9057E-03       -203.91  0.2851  0.1242E+00  0.9084E-03       -183.62  0.2929  0.2161E+00  0.8833E-03
          1.0000     -225.74  0.2773  0.1441E-01  0.9057E-03       -203.54  0.2853  0.1196E+00  0.9084E-03       -183.34  0.2930  0.2074E+00  0.8833E-03
end
