 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56:48
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -217.52  0.2802  0.5650E-02  0.1024E-02       -196.09  0.2880  0.5084E-01  0.9633E-03       -177.20  0.2956  0.9040E-01  0.8833E-03
          0.0200     -217.46  0.2803 -0.8443E-04  0.1024E-02       -196.06  0.2880  0.4991E-01  0.9633E-03       -177.19  0.2956  0.8792E-01  0.8833E-03
          0.0330     -217.32  0.2803 -0.1321E-01  0.1024E-02       -196.01  0.2880  0.4774E-01  0.9633E-03       -177.18  0.2956  0.8429E-01  0.8833E-03
          0.0499     -217.03  0.2804 -0.3972E-01  0.1024E-02       -195.94  0.2880  0.4258E-01  0.9633E-03       -177.16  0.2956  0.7977E-01  0.8833E-03
          0.0719     -216.42  0.2806 -0.8967E-01  0.1024E-02       -195.81  0.2881  0.3058E-01  0.9633E-03       -177.14  0.2956  0.7274E-01  0.8833E-03
          0.1004     -215.22  0.2811 -0.1792E+00  0.1023E-02       -195.53  0.2882  0.4006E-02  0.9633E-03       -177.09  0.2957  0.6000E-01  0.8833E-03
          0.1376     -212.90  0.2819 -0.3328E+00  0.1023E-02       -194.90  0.2884 -0.5164E-01  0.9634E-03       -176.94  0.2957  0.3388E-01  0.8833E-03
          0.1858     -208.66  0.2834 -0.5818E+00  0.1022E-02       -193.52  0.2889 -0.1623E+00  0.9636E-03       -176.52  0.2959 -0.2031E-01  0.8833E-03
          0.2358     -203.18  0.2854 -0.8762E+00  0.1021E-02       -191.45  0.2896 -0.3148E+00  0.9637E-03       -175.78  0.2962 -0.1007E+00  0.8833E-03
          0.2858     -197.11  0.2876 -0.1167E+01  0.1020E-02       -188.79  0.2907 -0.4955E+00  0.9639E-03       -174.66  0.2967 -0.2045E+00  0.8833E-03
          0.3358     -191.30  0.2897 -0.1424E+01  0.1019E-02       -185.90  0.2920 -0.6811E+00  0.9641E-03       -173.34  0.2972 -0.3204E+00  0.8834E-03
          0.3858     -186.54  0.2918 -0.1636E+01  0.1019E-02       -183.13  0.2931 -0.8588E+00  0.9643E-03       -172.02  0.2978 -0.4358E+00  0.8834E-03
          0.4358     -182.40  0.2935 -0.1783E+01  0.1019E-02       -180.45  0.2943 -0.1024E+01  0.9644E-03       -170.63  0.2983 -0.5489E+00  0.8834E-03
          0.4858     -179.25  0.2948 -0.1850E+01  0.1018E-02       -178.02  0.2953 -0.1154E+01  0.9645E-03       -169.23  0.2989 -0.6520E+00  0.8835E-03
          0.5358     -177.13  0.2957 -0.1831E+01  0.1018E-02       -175.90  0.2962 -0.1239E+01  0.9646E-03       -167.81  0.2995 -0.7395E+00  0.8835E-03
          0.5858     -176.12  0.2961 -0.1728E+01  0.1018E-02       -174.19  0.2969 -0.1271E+01  0.9646E-03       -166.43  0.3001 -0.8054E+00  0.8835E-03
          0.6358     -176.18  0.2961 -0.1551E+01  0.1019E-02       -172.91  0.2974 -0.1249E+01  0.9646E-03       -165.13  0.3006 -0.8464E+00  0.8835E-03
          0.6858     -177.20  0.2957 -0.1317E+01  0.1019E-02       -172.07  0.2978 -0.1178E+01  0.9645E-03       -163.94  0.3011 -0.8615E+00  0.8835E-03
          0.7358     -179.01  0.2949 -0.1049E+01  0.1020E-02       -171.63  0.2979 -0.1069E+01  0.9643E-03       -162.88  0.3016 -0.8529E+00  0.8835E-03
          0.7858     -181.62  0.2938 -0.7459E+00  0.1020E-02       -171.59  0.2980 -0.9259E+00  0.9642E-03       -161.99  0.3020 -0.8218E+00  0.8834E-03
          0.8358     -184.89  0.2924 -0.4643E+00  0.1021E-02       -172.28  0.2977 -0.7681E+00  0.9641E-03       -161.66  0.3021 -0.7580E+00  0.8834E-03
          0.8858     -188.42  0.2909 -0.2315E+00  0.1022E-02       -173.43  0.2972 -0.6113E+00  0.9639E-03       -161.72  0.3021 -0.6760E+00  0.8834E-03
          0.9358     -191.83  0.2895 -0.7022E-01  0.1022E-02       -174.89  0.2966 -0.4724E+00  0.9639E-03       -162.13  0.3019 -0.5870E+00  0.8834E-03
          0.9679     -193.80  0.2888 -0.1208E-01  0.1023E-02       -175.87  0.2962 -0.3946E+00  0.9638E-03       -162.49  0.3018 -0.5305E+00  0.8834E-03
          1.0000     -195.42  0.2882  0.7563E-02  0.1023E-02       -176.86  0.2958 -0.3329E+00  0.9638E-03       -162.93  0.3016 -0.4778E+00  0.8834E-03
end
