 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 3
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -217.55  0.2802  0.8478E-01  0.9803E-03       -194.88  0.2884  0.1116E+00  0.9292E-03       -175.44  0.2963  0.1194E+00  0.8834E-03
          0.0230     -217.55  0.2802  0.8478E-01  0.9803E-03       -194.88  0.2884  0.1099E+00  0.9292E-03       -175.47  0.2963  0.1165E+00  0.8833E-03
          0.0399     -217.54  0.2802  0.8478E-01  0.9803E-03       -194.89  0.2884  0.1076E+00  0.9292E-03       -175.51  0.2963  0.1127E+00  0.8833E-03
          0.0619     -217.54  0.2802  0.8478E-01  0.9803E-03       -194.90  0.2884  0.1052E+00  0.9292E-03       -175.57  0.2963  0.1086E+00  0.8833E-03
          0.0904     -217.55  0.2802  0.8479E-01  0.9804E-03       -194.93  0.2884  0.1023E+00  0.9292E-03       -175.65  0.2963  0.1042E+00  0.8833E-03
          0.1276     -217.57  0.2802  0.8479E-01  0.9804E-03       -194.98  0.2884  0.9926E-01  0.9292E-03       -175.74  0.2962  0.9966E-01  0.8833E-03
          0.1758     -217.63  0.2802  0.8479E-01  0.9804E-03       -195.07  0.2883  0.9605E-01  0.9292E-03       -175.87  0.2962  0.9530E-01  0.8833E-03
          0.2386     -217.72  0.2802  0.8479E-01  0.9805E-03       -195.19  0.2883  0.9306E-01  0.9292E-03       -176.04  0.2961  0.9148E-01  0.8833E-03
          0.3232     -223.15  0.2784  0.4311E+00  0.9841E-03       -196.78  0.2878  0.2010E+00  0.9293E-03       -176.73  0.2958  0.1333E+00  0.8834E-03
          0.4360     -235.76  0.2739  0.8940E+00  0.9882E-03       -202.15  0.2859  0.4496E+00  0.9295E-03       -179.33  0.2948  0.2964E+00  0.8834E-03
          0.5770     -245.64  0.2702  0.8600E+00  0.9883E-03       -209.14  0.2833  0.5993E+00  0.9295E-03       -183.52  0.2930  0.4811E+00  0.8834E-03
          0.7885     -236.43  0.2734  0.8479E-01  0.9825E-03       -210.60  0.2827  0.3876E+00  0.9292E-03       -186.33  0.2918  0.4610E+00  0.8833E-03
          1.0000     -232.03  0.2752  0.8479E-01  0.9827E-03       -207.58  0.2837  0.2458E+00  0.9293E-03       -185.60  0.2920  0.3082E+00  0.8833E-03
end
