 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 3.2022    Time:  19:32: 0
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -223.14  0.2782  0.2243E-01  0.9257E-02       -201.08  0.2862  0.8331E-01  0.9170E-02       -181.87  0.2937  0.9282E-01  0.8845E-02
          0.0200     -223.00  0.2783  0.1137E-01  0.9256E-02       -201.06  0.2862  0.7968E-01  0.9170E-02       -181.89  0.2936  0.8977E-01  0.8845E-02
          0.0330     -222.72  0.2784 -0.1394E-01  0.9249E-02       -201.01  0.2862  0.7314E-01  0.9170E-02       -181.92  0.2936  0.8526E-01  0.8845E-02
          0.0499     -222.15  0.2786 -0.6505E-01  0.9228E-02       -200.92  0.2862  0.6157E-01  0.9170E-02       -181.94  0.2936  0.7931E-01  0.8845E-02
          0.0719     -220.98  0.2790 -0.1613E+00  0.9175E-02       -200.72  0.2863  0.3785E-01  0.9170E-02       -181.95  0.2936  0.6945E-01  0.8845E-02
          0.1004     -218.65  0.2798 -0.3340E+00  0.9071E-02       -200.24  0.2865 -0.1200E-01  0.9169E-02       -181.89  0.2936  0.5022E-01  0.8845E-02
          0.1376     -214.19  0.2814 -0.6300E+00  0.8914E-02       -199.07  0.2869 -0.1157E+00  0.9169E-02       -181.63  0.2938  0.7991E-02  0.8844E-02
          0.1858     -206.12  0.2843 -0.1110E+01  0.8737E-02       -196.38  0.2878 -0.3226E+00  0.9169E-02       -180.80  0.2941 -0.8644E-01  0.8843E-02
          0.2358     -195.90  0.2880 -0.1678E+01  0.8589E-02       -192.27  0.2893 -0.6197E+00  0.9170E-02       -179.26  0.2947 -0.2320E+00  0.8842E-02
          0.2858     -185.83  0.2920 -0.2221E+01  0.8466E-02       -187.21  0.2914 -0.9647E+00  0.9169E-02       -176.97  0.2957 -0.4237E+00  0.8843E-02
          0.3358     -176.84  0.2958 -0.2677E+01  0.8371E-02       -181.46  0.2938 -0.1323E+01  0.9171E-02       -173.97  0.2969 -0.6526E+00  0.8845E-02
          0.3858     -168.45  0.2993 -0.3054E+01  0.8296E-02       -175.35  0.2964 -0.1687E+01  0.9170E-02       -170.36  0.2984 -0.9058E+00  0.8849E-02
          0.4358     -161.18  0.3023 -0.3315E+01  0.8241E-02       -169.26  0.2989 -0.2011E+01  0.9168E-02       -166.33  0.3001 -0.1166E+01  0.8855E-02
          0.4858     -155.25  0.3048 -0.3435E+01  0.8205E-02       -163.56  0.3013 -0.2266E+01  0.9165E-02       -162.10  0.3019 -0.1413E+01  0.8861E-02
          0.5358     -150.97  0.3067 -0.3401E+01  0.8190E-02       -158.58  0.3034 -0.2429E+01  0.9161E-02       -157.96  0.3036 -0.1624E+01  0.8867E-02
          0.5858     -148.60  0.3078 -0.3218E+01  0.8196E-02       -154.59  0.3051 -0.2485E+01  0.9159E-02       -154.21  0.3052 -0.1783E+01  0.8872E-02
          0.6358     -147.99  0.3081 -0.2903E+01  0.8224E-02       -151.77  0.3063 -0.2444E+01  0.9157E-02       -151.13  0.3066 -0.1887E+01  0.8875E-02
          0.6858     -148.98  0.3076 -0.2486E+01  0.8270E-02       -150.24  0.3070 -0.2327E+01  0.9157E-02       -148.73  0.3077 -0.1916E+01  0.8876E-02
          0.7358     -151.30  0.3065 -0.2010E+01  0.8333E-02       -149.72  0.3072 -0.2118E+01  0.9158E-02       -147.00  0.3085 -0.1877E+01  0.8876E-02
          0.7858     -155.48  0.3048 -0.1426E+01  0.8420E-02       -150.32  0.3070 -0.1821E+01  0.9159E-02       -146.04  0.3089 -0.1766E+01  0.8875E-02
          0.8358     -160.90  0.3025 -0.8836E+00  0.8530E-02       -152.01  0.3062 -0.1480E+01  0.9161E-02       -145.95  0.3090 -0.1590E+01  0.8873E-02
          0.8858     -166.86  0.2999 -0.4348E+00  0.8654E-02       -154.48  0.3051 -0.1150E+01  0.9162E-02       -146.56  0.3087 -0.1382E+01  0.8870E-02
          0.9358     -172.63  0.2975 -0.1238E+00  0.8785E-02       -157.37  0.3039 -0.8681E+00  0.9162E-02       -147.71  0.3081 -0.1171E+01  0.8867E-02
          0.9679     -175.93  0.2961 -0.1176E-01  0.8867E-02       -159.25  0.3031 -0.7166E+00  0.9162E-02       -148.57  0.3077 -0.1042E+01  0.8864E-02
          1.0000     -178.65  0.2950  0.2612E-01  0.8938E-02       -161.09  0.3023 -0.6014E+00  0.9161E-02       -149.55  0.3073 -0.9281E+00  0.8861E-02
end
