 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:57:19
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -185.04  0.2924  0.1667E+00  0.1063E-02       -166.70  0.3000 -0.5720E+00  0.9251E-03       -155.68  0.3046 -0.9746E+00  0.8834E-03
          0.0230     -186.10  0.2919  0.1667E+00  0.1063E-02       -167.48  0.2997 -0.5348E+00  0.9247E-03       -156.17  0.3044 -0.9362E+00  0.8833E-03
          0.0399     -187.55  0.2913  0.1667E+00  0.1063E-02       -168.59  0.2992 -0.4875E+00  0.9243E-03       -156.89  0.3041 -0.8855E+00  0.8833E-03
          0.0619     -189.18  0.2906  0.1667E+00  0.1063E-02       -169.92  0.2986 -0.4399E+00  0.9238E-03       -157.80  0.3037 -0.8284E+00  0.8833E-03
          0.0904     -191.14  0.2898  0.1667E+00  0.1063E-02       -171.57  0.2980 -0.3894E+00  0.9233E-03       -158.99  0.3032 -0.7627E+00  0.8833E-03
          0.1276     -193.46  0.2889  0.1667E+00  0.1063E-02       -173.55  0.2971 -0.3382E+00  0.9228E-03       -160.48  0.3026 -0.6920E+00  0.8833E-03
          0.1758     -196.19  0.2879  0.1667E+00  0.1063E-02       -175.92  0.2961 -0.2861E+00  0.9223E-03       -162.34  0.3018 -0.6171E+00  0.8833E-03
          0.2386     -199.38  0.2868  0.1667E+00  0.1063E-02       -178.72  0.2950 -0.2340E+00  0.9217E-03       -164.63  0.3009 -0.5404E+00  0.8833E-03
          0.3232     -212.67  0.2823  0.8477E+00  0.1070E-02       -184.73  0.2926  0.5076E-01  0.9208E-03       -168.48  0.2993 -0.3628E+00  0.8834E-03
          0.4360     -239.84  0.2723  0.1758E+01  0.1076E-02       -196.39  0.2879  0.5616E+00  0.9269E-03       -175.33  0.2964 -0.3562E-01  0.8834E-03
          0.5770     -262.31  0.2653  0.1691E+01  0.1075E-02       -210.24  0.2829  0.8352E+00  0.9301E-03       -184.54  0.2925  0.2678E+00  0.8833E-03
          0.7885     -242.87  0.2712  0.1667E+00  0.1067E-02       -214.20  0.2815  0.3871E+00  0.9259E-03       -191.65  0.2896  0.1998E+00  0.8833E-03
          1.0000     -241.17  0.2724  0.1667E+00  0.1067E-02       -215.68  0.2808  0.1956E+00  0.9249E-03       -195.31  0.2881  0.9914E-01  0.8834E-03
end
