 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:38
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -169.59  0.2988 -0.8376E-02  0.9012E-03       -152.09  0.3061 -0.6660E+00  0.9085E-03       -140.60  0.3114 -0.1093E+01  0.8833E-03
          0.0200     -170.11  0.2986 -0.5301E-01  0.9011E-03       -152.65  0.3059 -0.6389E+00  0.9085E-03       -140.97  0.3112 -0.1058E+01  0.8833E-03
          0.0330     -170.59  0.2984 -0.1552E+00  0.9008E-03       -153.42  0.3055 -0.6168E+00  0.9085E-03       -141.53  0.3110 -0.1014E+01  0.8833E-03
          0.0499     -170.44  0.2984 -0.3615E+00  0.9002E-03       -154.19  0.3052 -0.6199E+00  0.9085E-03       -142.18  0.3107 -0.9703E+00  0.8833E-03
          0.0719     -168.94  0.2990 -0.7503E+00  0.8993E-03       -154.79  0.3049 -0.6857E+00  0.9085E-03       -142.93  0.3103 -0.9410E+00  0.8833E-03
          0.1004     -164.59  0.3008 -0.1447E+01  0.8980E-03       -154.57  0.3050 -0.8848E+00  0.9086E-03       -143.53  0.3100 -0.9658E+00  0.8833E-03
          0.1376     -155.05  0.3047 -0.2642E+01  0.8961E-03       -152.18  0.3060 -0.1363E+01  0.9087E-03       -143.35  0.3101 -0.1128E+01  0.8833E-03
          0.1858     -139.52  0.3119 -0.4581E+01  0.8935E-03       -145.49  0.3091 -0.2371E+01  0.9089E-03       -140.99  0.3112 -0.1600E+01  0.8832E-03
          0.2358     -120.62  0.3207 -0.6872E+01  0.8910E-03       -134.04  0.3144 -0.3888E+01  0.9092E-03       -135.20  0.3139 -0.2468E+01  0.8832E-03
          0.2858     -102.37  0.3296 -0.9219E+01  0.8885E-03       -119.12  0.3214 -0.5774E+01  0.9094E-03       -125.87  0.3182 -0.3739E+01  0.8832E-03
          0.3358      -86.05  0.3377 -0.1139E+02  0.8864E-03       -103.33  0.3290 -0.7960E+01  0.9096E-03       -113.40  0.3240 -0.5447E+01  0.8833E-03
          0.3858      -72.55  0.3443 -0.1318E+02  0.8846E-03        -88.48  0.3365 -0.1010E+02  0.9097E-03       -100.31  0.3306 -0.7439E+01  0.8835E-03
          0.4358      -62.39  0.3493 -0.1443E+02  0.8832E-03        -75.78  0.3428 -0.1189E+02  0.9097E-03        -86.96  0.3372 -0.9377E+01  0.8837E-03
          0.4858      -55.16  0.3527 -0.1500E+02  0.8824E-03        -65.85  0.3476 -0.1309E+02  0.9097E-03        -75.51  0.3429 -0.1097E+02  0.8839E-03
          0.5358      -50.99  0.3546 -0.1484E+02  0.8822E-03        -58.98  0.3510 -0.1356E+02  0.9096E-03        -66.63  0.3473 -0.1197E+02  0.8840E-03
          0.5858      -49.64  0.3552 -0.1396E+02  0.8826E-03        -55.14  0.3528 -0.1330E+02  0.9096E-03        -60.73  0.3502 -0.1225E+02  0.8840E-03
          0.6358      -50.97  0.3546 -0.1246E+02  0.8836E-03        -54.17  0.3532 -0.1235E+02  0.9095E-03        -57.64  0.3516 -0.1184E+02  0.8840E-03
          0.6858      -54.80  0.3529 -0.1048E+02  0.8850E-03        -55.71  0.3525 -0.1089E+02  0.9095E-03        -57.23  0.3518 -0.1085E+02  0.8839E-03
          0.7358      -60.91  0.3500 -0.8215E+01  0.8869E-03        -59.44  0.3507 -0.9105E+01  0.9094E-03        -59.08  0.3509 -0.9491E+01  0.8838E-03
          0.7858      -69.39  0.3459 -0.5858E+01  0.8892E-03        -64.99  0.3480 -0.7266E+01  0.9093E-03        -62.61  0.3492 -0.8039E+01  0.8837E-03
          0.8358      -79.97  0.3408 -0.3666E+01  0.8914E-03        -72.47  0.3445 -0.5437E+01  0.9092E-03        -68.02  0.3467 -0.6513E+01  0.8837E-03
          0.8858      -91.48  0.3350 -0.1854E+01  0.8936E-03        -80.43  0.3405 -0.3876E+01  0.9091E-03        -74.02  0.3437 -0.5108E+01  0.8836E-03
          0.9358     -103.15  0.3292 -0.5989E+00  0.8953E-03        -88.85  0.3363 -0.2660E+01  0.9090E-03        -80.45  0.3405 -0.3968E+01  0.8835E-03
          0.9679     -110.02  0.3258 -0.1464E+00  0.8961E-03        -94.02  0.3337 -0.2079E+01  0.9089E-03        -84.56  0.3384 -0.3373E+01  0.8835E-03
          1.0000     -115.80  0.3229  0.6524E-02  0.8963E-03        -98.83  0.3313 -0.1690E+01  0.9088E-03        -88.58  0.3364 -0.2904E+01  0.8835E-03
end
