 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:17
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -263.96  0.2649  0.2261E-01  0.9698E-03       -240.63  0.2719  0.1415E+00  0.9316E-03       -218.88  0.2798  0.2252E+00  0.8833E-03
          0.0200     -263.80  0.2649  0.2178E-01  0.9695E-03       -240.52  0.2720  0.1392E+00  0.9316E-03       -218.84  0.2798  0.2211E+00  0.8833E-03
          0.0330     -263.57  0.2650  0.1988E-01  0.9696E-03       -240.37  0.2720  0.1362E+00  0.9316E-03       -218.79  0.2798  0.2150E+00  0.8833E-03
          0.0499     -263.28  0.2651  0.1606E-01  0.9695E-03       -240.18  0.2721  0.1318E+00  0.9316E-03       -218.72  0.2798  0.2081E+00  0.8833E-03
          0.0719     -262.86  0.2652  0.8849E-02  0.9694E-03       -239.95  0.2722  0.1257E+00  0.9316E-03       -218.64  0.2798  0.1996E+00  0.8833E-03
          0.1004     -262.27  0.2654 -0.4078E-02  0.9692E-03       -239.65  0.2723  0.1169E+00  0.9316E-03       -218.54  0.2799  0.1895E+00  0.8833E-03
          0.1376     -261.38  0.2656 -0.2623E-01  0.9691E-03       -239.24  0.2724  0.1037E+00  0.9316E-03       -218.39  0.2799  0.1770E+00  0.8833E-03
          0.1858     -260.01  0.2660 -0.6218E-01  0.9689E-03       -238.66  0.2726  0.8332E-01  0.9316E-03       -218.18  0.2800  0.1609E+00  0.8833E-03
          0.2358     -258.40  0.2665 -0.1047E+00  0.9686E-03       -238.00  0.2729  0.5979E-01  0.9316E-03       -217.93  0.2801  0.1437E+00  0.8833E-03
          0.2858     -257.21  0.2669 -0.1127E+00  0.9686E-03       -237.32  0.2731  0.3876E-01  0.9316E-03       -217.64  0.2802  0.1268E+00  0.8833E-03
          0.3358     -257.03  0.2670 -0.7725E-01  0.9688E-03       -237.10  0.2732  0.2958E-01  0.9316E-03       -217.59  0.2802  0.1199E+00  0.8834E-03
          0.3858     -257.62  0.2668 -0.4792E-01  0.9689E-03       -237.64  0.2730  0.3104E-01  0.9317E-03       -218.01  0.2801  0.1291E+00  0.8834E-03
          0.4358     -258.78  0.2664 -0.2760E-01  0.9691E-03       -238.71  0.2726  0.3923E-01  0.9317E-03       -218.79  0.2798  0.1484E+00  0.8834E-03
          0.4858     -260.26  0.2660 -0.1829E-01  0.9691E-03       -240.14  0.2721  0.5189E-01  0.9317E-03       -219.80  0.2794  0.1734E+00  0.8834E-03
          0.5358     -261.75  0.2655 -0.2089E-01  0.9691E-03       -241.65  0.2716  0.6299E-01  0.9317E-03       -220.89  0.2790  0.1976E+00  0.8834E-03
          0.5858     -262.99  0.2652 -0.3515E-01  0.9690E-03       -242.99  0.2711  0.7009E-01  0.9317E-03       -221.89  0.2787  0.2168E+00  0.8834E-03
          0.6358     -263.71  0.2649 -0.5967E-01  0.9688E-03       -243.89  0.2708  0.7143E-01  0.9317E-03       -222.64  0.2784  0.2265E+00  0.8834E-03
          0.6858     -263.74  0.2649 -0.9206E-01  0.9686E-03       -244.17  0.2708  0.6580E-01  0.9316E-03       -222.99  0.2783  0.2242E+00  0.8834E-03
          0.7358     -262.95  0.2652 -0.1291E+00  0.9684E-03       -243.71  0.2709  0.5275E-01  0.9316E-03       -222.87  0.2783  0.2086E+00  0.8834E-03
          0.7858     -262.66  0.2653 -0.8587E-01  0.9686E-03       -242.67  0.2712  0.4618E-01  0.9316E-03       -222.25  0.2785  0.1825E+00  0.8833E-03
          0.8358     -262.58  0.2653 -0.4523E-01  0.9688E-03       -241.96  0.2714  0.4768E-01  0.9316E-03       -221.76  0.2787  0.1649E+00  0.8834E-03
          0.8858     -262.65  0.2653 -0.1162E-01  0.9690E-03       -241.39  0.2716  0.5439E-01  0.9316E-03       -221.28  0.2789  0.1518E+00  0.8833E-03
          0.9358     -262.75  0.2652  0.1166E-01  0.9692E-03       -240.99  0.2718  0.6195E-01  0.9316E-03       -220.90  0.2790  0.1440E+00  0.8834E-03
          0.9679     -262.76  0.2652  0.2004E-01  0.9694E-03       -240.76  0.2719  0.6668E-01  0.9316E-03       -220.68  0.2791  0.1401E+00  0.8833E-03
          1.0000     -262.72  0.2652  0.2288E-01  0.9694E-03       -240.58  0.2719  0.7034E-01  0.9316E-03       -220.48  0.2792  0.1377E+00  0.8833E-03
end
