 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:25:44
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -240.88  0.2718  0.1268E+00  0.9387E-03       -215.79  0.2809  0.1858E+00  0.8968E-03       -195.53  0.2882  0.9439E-01  0.8833E-03
          0.0200     -240.66  0.2719  0.1149E+00  0.9388E-03       -215.85  0.2808  0.1767E+00  0.8968E-03       -195.69  0.2881  0.9029E-01  0.8833E-03
          0.0330     -240.26  0.2720  0.8787E-01  0.9385E-03       -215.92  0.2808  0.1627E+00  0.8967E-03       -195.92  0.2880  0.8363E-01  0.8833E-03
          0.0499     -239.58  0.2723  0.3320E-01  0.9380E-03       -215.98  0.2808  0.1437E+00  0.8966E-03       -196.18  0.2879  0.7498E-01  0.8833E-03
          0.0719     -238.22  0.2728 -0.6977E-01  0.9371E-03       -215.97  0.2808  0.1130E+00  0.8965E-03       -196.49  0.2878  0.6180E-01  0.8833E-03
          0.1004     -235.57  0.2737 -0.2545E+00  0.9356E-03       -215.71  0.2809  0.5816E-01  0.8962E-03       -196.79  0.2877  0.3979E-01  0.8833E-03
          0.1376     -230.50  0.2755 -0.5710E+00  0.9335E-03       -214.80  0.2812 -0.4794E-01  0.8962E-03       -196.96  0.2876 -0.2963E-02  0.8833E-03
          0.1858     -221.38  0.2788 -0.1085E+01  0.9308E-03       -212.32  0.2821 -0.2552E+00  0.8972E-03       -196.61  0.2878 -0.9327E-01  0.8833E-03
          0.2358     -209.94  0.2829 -0.1691E+01  0.9283E-03       -208.15  0.2836 -0.5489E+00  0.8983E-03       -195.47  0.2882 -0.2333E+00  0.8833E-03
          0.2858     -199.37  0.2868 -0.2112E+01  0.9269E-03       -202.81  0.2855 -0.8700E+00  0.8992E-03       -193.49  0.2889 -0.4148E+00  0.8833E-03
          0.3358     -191.39  0.2898 -0.2258E+01  0.9263E-03       -197.23  0.2875 -0.1145E+01  0.8999E-03       -190.90  0.2899 -0.6161E+00  0.8833E-03
          0.3858     -185.23  0.2923 -0.2379E+01  0.9257E-03       -191.95  0.2895 -0.1365E+01  0.9003E-03       -187.99  0.2911 -0.8075E+00  0.8833E-03
          0.4358     -180.49  0.2943 -0.2462E+01  0.9254E-03       -187.47  0.2914 -0.1556E+01  0.9007E-03       -184.93  0.2924 -0.9792E+00  0.8833E-03
          0.4858     -176.59  0.2959 -0.2500E+01  0.9250E-03       -183.27  0.2931 -0.1701E+01  0.9010E-03       -181.77  0.2937 -0.1141E+01  0.8833E-03
          0.5358     -173.57  0.2972 -0.2490E+01  0.9249E-03       -179.61  0.2946 -0.1800E+01  0.9011E-03       -178.68  0.2950 -0.1279E+01  0.8834E-03
          0.5858     -171.32  0.2981 -0.2431E+01  0.9249E-03       -176.44  0.2959 -0.1859E+01  0.9013E-03       -175.77  0.2962 -0.1391E+01  0.8833E-03
          0.6358     -169.81  0.2987 -0.2330E+01  0.9250E-03       -173.81  0.2970 -0.1881E+01  0.9013E-03       -173.12  0.2973 -0.1474E+01  0.8834E-03
          0.6858     -168.98  0.2991 -0.2197E+01  0.9251E-03       -171.71  0.2979 -0.1871E+01  0.9014E-03       -170.79  0.2983 -0.1529E+01  0.8833E-03
          0.7358     -168.73  0.2992 -0.2045E+01  0.9254E-03       -170.11  0.2986 -0.1835E+01  0.9014E-03       -168.80  0.2991 -0.1558E+01  0.8834E-03
          0.7858     -172.55  0.2977 -0.1423E+01  0.9273E-03       -170.00  0.2987 -0.1649E+01  0.9012E-03       -167.49  0.2997 -0.1520E+01  0.8834E-03
          0.8358     -177.97  0.2954 -0.8423E+00  0.9292E-03       -171.17  0.2982 -0.1383E+01  0.9008E-03       -167.00  0.2999 -0.1418E+01  0.8834E-03
          0.8858     -184.44  0.2926 -0.3622E+00  0.9313E-03       -173.43  0.2972 -0.1090E+01  0.9004E-03       -167.32  0.2998 -0.1269E+01  0.8834E-03
          0.9358     -190.88  0.2899 -0.2967E-01  0.9332E-03       -176.29  0.2960 -0.8253E+00  0.8999E-03       -168.27  0.2994 -0.1104E+01  0.8834E-03
          0.9679     -194.68  0.2885  0.9020E-01  0.9342E-03       -178.22  0.2952 -0.6781E+00  0.8996E-03       -169.05  0.2990 -0.9984E+00  0.8833E-03
          1.0000     -197.92  0.2873  0.1307E+00  0.9348E-03       -180.19  0.2944 -0.5602E+00  0.8993E-03       -170.02  0.2986 -0.8996E+00  0.8834E-03
end
