 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:41
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -309.76  0.2515  0.2982E-01  0.0000E+00       -283.93  0.2589  0.2181E+00  0.8834E-03       -256.74  0.2670  0.3925E+00  0.8834E-03
          0.0230     -309.50  0.2516  0.2983E-01  0.1294E-02       -283.63  0.2590  0.2180E+00  0.8836E-03       -256.53  0.2671  0.3881E+00  0.8833E-03
          0.0399     -309.11  0.2517  0.2983E-01  0.6384E-03       -283.20  0.2591  0.2172E+00  0.8835E-03       -256.25  0.2672  0.3818E+00  0.8834E-03
          0.0619     -308.60  0.2518  0.2983E-01  0.1038E-02       -282.69  0.2593  0.2159E+00  0.8833E-03       -255.90  0.2673  0.3746E+00  0.8833E-03
          0.0904     -307.95  0.2519  0.2982E-01  0.7668E-03       -282.06  0.2595  0.2136E+00  0.8834E-03       -255.47  0.2674  0.3658E+00  0.8833E-03
          0.1276     -307.10  0.2521  0.2983E-01  0.9676E-03       -281.28  0.2597  0.2101E+00  0.8834E-03       -254.95  0.2676  0.3558E+00  0.8833E-03
          0.1758     -306.02  0.2524  0.2983E-01  0.8081E-03       -280.34  0.2600  0.2048E+00  0.8833E-03       -254.32  0.2678  0.3441E+00  0.8833E-03
          0.2386     -304.70  0.2527  0.2982E-01  0.9418E-03       -279.20  0.2603  0.1977E+00  0.8834E-03       -253.54  0.2680  0.3307E+00  0.8833E-03
          0.3232     -306.28  0.2524  0.1517E+00  0.8267E-03       -278.33  0.2606  0.2121E+00  0.8834E-03       -252.72  0.2682  0.3216E+00  0.8834E-03
          0.4360     -314.19  0.2505  0.3145E+00  0.9346E-03       -282.49  0.2595  0.2561E+00  0.8836E-03       -255.36  0.2675  0.3699E+00  0.8835E-03
          0.5770     -325.48  0.2478  0.3025E+00  0.8369E-03       -293.20  0.2563  0.2870E+00  0.8836E-03       -263.16  0.2652  0.4655E+00  0.8836E-03
          0.7885     -327.88  0.2469  0.2983E-01  0.9261E-03       -302.70  0.2531  0.2468E+00  0.8836E-03       -271.14  0.2626  0.5056E+00  0.8835E-03
          1.0000     -322.97  0.2483  0.2982E-01  0.8376E-03       -296.02  0.2553  0.2370E+00  0.8833E-03       -266.77  0.2640  0.4387E+00  0.8833E-03
end
